Genbank.ClusterNum	PKS_KS	PKS_KR	PKS_DH	PKS_ER
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.32	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.33	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.34	0	0	0	1
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.35	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.36	1	1	0	1
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.37	1	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.38	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.39	1	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.4	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.40	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.41	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.42	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.43	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.5	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.6	1	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.7	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.8	0	0	0	0
Streptomyces_rimosus.GCA_000707965.1.30.dna.genome.fa.9	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.1	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.10	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.11	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.12	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.13	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.14	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.15	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.16	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.17	1	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.18	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.19	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.2	0	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.20	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.21	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.22	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.23	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.24	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.25	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.26	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.27	0	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.28	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.29	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.3	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.30	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.31	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.32	0	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.33	0	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.34	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.35	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.36	1	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.37	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.38	1	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.39	1	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.4	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.40	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.41	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.42	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.43	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.44	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.45	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.46	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.47	1	2	1	1
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.48	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.49	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.5	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.50	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.51	4	4	2	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.52	1	1	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.53	1	0	0	1
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.54	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.55	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.56	1	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.57	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.58	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.59	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.6	1	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.60	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.61	1	1	1	1
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.62	1	2	0	1
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.63	1	1	1	1
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.64	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.7	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.8	0	0	0	0
Streptomyces_rimosus_subsp_rimosus_atcc_10970.GCA_000331185.1.30.dna.genome.fa.9	2	2	1	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.1	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.10	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.11	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.12	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.13	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.14	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.15	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.16	1	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.17	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.18	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.19	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.2	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.20	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.21	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.22	2	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.23	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.24	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.25	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.26	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.27	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.28	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.29	2	1	0	1
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.3	1	2	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.30	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.31	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.32	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.33	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.34	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.35	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.36	0	1	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.37	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.38	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.39	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.4	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.40	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.41	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.42	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.43	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.44	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.45	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.46	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.47	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.48	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.49	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.5	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.6	4	4	4	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.7	3	5	3	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.8	0	0	0	0
Streptomyces_roseochromogenes_subsp_oscitans_ds_12_976.GCA_000497445.1.30.dna.genome.fa.9	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.1	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.10	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.11	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.12	0	0	0	1
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.13	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.14	0	1	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.15	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.16	1	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.17	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.18	6	4	4	1
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.19	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.2	3	6	2	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.20	1	0	0	2
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.21	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.22	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.23	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.24	1	2	1	1
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.25	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.26	1	1	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.27	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.28	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.29	0	2	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.3	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.4	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.5	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.6	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.7	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.8	0	0	0	0
Streptomyces_roseosporus_nrrl_15998.GCA_000156455.1.30.dna.genome.fa.9	0	0	0	1
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.1	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.10	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.11	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.12	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.13	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.14	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.15	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.16	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.17	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.18	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.19	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.2	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.20	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.21	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.22	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.23	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.24	7	5	4	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.25	7	8	6	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.26	0	1	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.27	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.28	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.3	2	1	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.4	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.5	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.6	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.7	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.8	0	0	0	0
Streptomyces_roseus.GCA_001044425.1.30.dna.genome.fa.9	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.1	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.10	2	1	1	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.11	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.12	2	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.13	3	1	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.14	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.15	1	2	2	2
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.16	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.17	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.18	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.19	2	2	1	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.2	1	1	1	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.20	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.21	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.22	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.23	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.24	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.25	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.26	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.27	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.28	2	2	1	1
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.29	3	2	2	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.3	1	2	1	1
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.30	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.31	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.32	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.33	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.34	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.35	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.36	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.37	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.38	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.39	2	2	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.4	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.40	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.41	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.42	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.43	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.5	3	4	0	1
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.6	1	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.7	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.8	0	0	0	0
Streptomyces_rubellomurinus.GCA_000961885.1.30.dna.genome.fa.9	3	2	2	1
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.1	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.10	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.11	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.12	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.13	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.14	1	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.15	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.16	1	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.17	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.18	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.19	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.2	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.20	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.21	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.22	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.23	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.24	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.25	1	1	0	1
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.26	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.27	0	1	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.28	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.29	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.3	1	2	1	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.30	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.31	1	1	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.32	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.33	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.34	1	3	1	1
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.35	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.36	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.37	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.38	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.39	2	2	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.4	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.40	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.41	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.42	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.43	0	0	0	0
Streptomyces_scabiei.GCA_000738695.1.30.dna.genome.fa.44	0	0	0	0
